,OPEID6L,INSTNM,CITY,STABBR,ZIP,MENONLY,WOMENONLY,ADM_RATE_ALL,SAT_AVG_ALL,HIGHDEG,HBCU,PBI,HSI,NANTI,CCUGPROF,CCSIZSET,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,COSTT4_A,AVGFACSAL,C150_4,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,FEMALE,MN_EARN_WNE_P10,MN_EARN_WNE_MALE0_P10,MN_EARN_WNE_MALE1_P10,GT_THRESHOLD_P10,CONTROL,Number of Unique Majors Offered (Bachelors,Co-Ed
3522,3813.0,Glenville State University,Glenville,WV,26351-1292,0.0,0.0,,,3,0.0,0.0,0.0,0.0,7.0,10.0,0.7416,0.1646,0.0228,0.0057,22507.0,5792.0,0.3226,0.3216,0.4054,0.0,0.0,0.4413716814,38400,30000,45300,0.5932,,,True
3523,9047.0,Huntington Junior College,Huntington,WV,25701,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,1.0,0.7972,0.1274,0.0047,0.0,14944.0,2786.0,,,,,,0.66015625,20300,19200,23400,0.2744,,,True
3524,8355.0,James Rumsey Technical Institute,Martinsburg,WV,25403-0259,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8505,0.0561,0.0561,0.0093,,,,,,,,0.4379562044,37700,PrivacySuppressed,PrivacySuppressed,0.6522,,,True
3525,25245.0,Ralph R Willis Career and Technical Center,Stollings,WV,25646,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.9167,0.0417,0.0,0.0,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
3526,3815.0,Marshall University,Huntington,WV,25755,0.0,0.0,0.8925,1080.0,4,0.0,0.0,0.0,0.0,13.0,16.0,0.8475,0.0567,0.0251,0.0101,19586.0,7926.0,0.5033,0.5058,0.4621,0.5,0.5385,0.586842761,41700,36700,47800,0.6838,,,True
3527,25355.0,Mercer County Technical Education Center,Princeton,WV,24740,0.0,0.0,0.8197,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8851,0.069,0.0,0.0,,,,,,,,0.7096774194,37400,PrivacySuppressed,PrivacySuppressed,,,,True
3528,30520.0,Meredith Manor International Equestrian Center,Waverly,WV,26184,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.9583,0.0208,0.0,0.0,27011.0,,,,,,,0.8666666667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.3793,,,True
3529,12904.0,Monongalia County Technical Education Center,Morgantown,WV,26501-6841,0.0,0.0,0.7879,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.962,0.038,0.0,0.0,,,,,,,,0.75,34900,PrivacySuppressed,PrivacySuppressed,0.4286,,,True
3530,31021.0,Morgantown Beauty College Inc,Morgantown,WV,26505-5430,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8696,0.0435,0.0,0.029,,,,,,,,PrivacySuppressed,23800,PrivacySuppressed,PrivacySuppressed,0.4154,,,True
3531,5008.0,Mountain State College,Parkersburg,WV,26101-3993,0.0,0.0,,,2,0.0,0.0,0.0,0.0,3.0,1.0,0.9565,0.0,0.0,0.0,19110.0,2500.0,,,,,,0.7941176471,19200,PrivacySuppressed,PrivacySuppressed,,,,True
3532,3819.0,Ohio Valley University,Vienna,WV,26105-8000,0.0,0.0,0.9481,1023.0,4,0.0,0.0,0.0,0.0,11.0,8.0,0.5021,0.0553,0.0894,0.0085,30222.0,5191.0,0.25,0.3,0.0,0.2857,0.0,0.507518797,40400,34300,45900,0.6402,,,True
3533,3828.0,West Virginia University at Parkersburg,Parkersburg,WV,26104,0.0,0.0,,,3,0.0,0.0,0.0,0.0,7.0,9.0,0.9176,0.0176,0.0057,0.0074,12163.0,5800.0,0.3519,0.3672,0.0,,1.0,0.6146788991,33200,28500,40400,0.5098,,,True
3534,3827.0,Potomac State College of West Virginia University,Keyser,WV,26726,0.0,0.0,0.822,1145.0,3,0.0,0.0,0.0,0.0,10.0,11.0,0.8135,0.0724,0.0288,0.0079,14947.0,6499.0,0.2358,0.2933,0.0952,0.1154,0.0,0.5012559027,52700,47100,57400,0.7678,,,True
3535,12905.0,Academy of Careers and Technology,Beckley,WV,25801,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8889,0.0833,0.0,0.0056,,,,,,,,0.6971830986,32400,27900,39600,0.48,,,True
3536,3820.0,Salem University,Salem,WV,26426,0.0,0.0,,,4,0.0,0.0,0.0,0.0,11.0,10.0,0.403,0.2237,0.0754,0.0037,27336.0,4511.0,0.3197,0.2791,0.1905,0.375,0.5,0.5482717521,34100,32400,36300,0.5241,,,True
3537,3822.0,Shepherd University,Shepherdstown,WV,25443,0.0,0.0,0.977,,4,0.0,0.0,0.0,0.0,13.0,13.0,0.7443,0.0758,0.0653,0.0206,17759.0,7180.0,0.4558,0.4621,0.3276,0.5,0.6316,0.600388601,43000,39200,48600,0.7332,,,True
3538,3816.0,Southern West Virginia Community and Technical College,Mount Gay,WV,25637,0.0,0.0,,,2,0.0,0.0,0.0,0.0,3.0,2.0,0.9783,0.0127,0.0,0.0,11655.0,4923.0,,,,,,0.5978077572,29500,23500,42800,0.4351,,,True
3539,25348.0,Fred W Eberle Technical Center,Buckhannon,WV,26201,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.9605,0.0263,0.0,0.0,,,,,,,,0.4621848739,38700,PrivacySuppressed,PrivacySuppressed,0.6757,,,True
3540,11245.0,West Virginia School of Osteopathic Medicine,Lewisburg,WV,24901,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,238200,226400,250000,,,,True
3541,3826.0,West Virginia State University,Institute,WV,25112-1000,0.0,0.0,0.885,1008.0,4,1.0,0.0,0.0,0.0,11.0,9.0,0.6119,0.1469,0.0204,0.007,19144.0,6274.0,0.301,0.3151,0.2222,0.3158,0.0,0.5362445415,33800,30200,38100,0.5605,,,True
3542,12573.0,West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,26506-8062,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.9825,0.0,0.0,0.0,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7917,,,True
3543,3823.0,West Liberty University,West Liberty,WV,26074,0.0,0.0,0.6844,1039.0,4,0.0,0.0,0.0,0.0,11.0,11.0,0.7746,0.0396,0.0123,0.0059,22361.0,6868.0,0.5299,0.5303,0.4286,0.3333,0.5,0.6127744511,39500,34000,45300,0.685,,,True
3544,3827.0,West Virginia University Institute of Technology,Beckley,WV,25801,0.0,0.0,0.822,1145.0,3,0.0,0.0,0.0,0.0,13.0,10.0,0.7586,0.0471,0.0291,0.0086,17464.0,7649.0,0.2769,0.2826,0.35,0.0769,0.5,0.5012559027,52700,47100,57400,0.7678,,,True
3545,3830.0,West Virginia Wesleyan College,Buckhannon,WV,26201-2994,0.0,0.0,0.6572,1020.0,4,0.0,0.0,0.0,0.0,12.0,11.0,0.7277,0.1187,0.045,0.0051,46187.0,5966.0,0.5518,0.5916,0.2308,0.3333,0.5,0.5723172628,48800,43200,54800,0.7419,,,True
3546,10573.0,West Virginia Junior College-Charleston,Cross Lanes,WV,25313-1304,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,1.0,0.8532,0.1376,0.0,0.0,21678.0,6194.0,,,,,,0.8326271186,22300,19700,33300,0.2544,,,True
3547,5007.0,West Virginia Junior College-Morgantown,Morgantown,WV,26505,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,1.0,0.9244,0.045,0.0064,0.0048,23503.0,5111.0,,,,,,0.853188929,24000,20100,32400,0.3551,,,True
3548,7600.0,International Beauty School 4,Martinsburg,WV,25401,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4588,0.4,0.0706,0.0706,,,,,,,,0.9,20900,PrivacySuppressed,PrivacySuppressed,0.3108,,,True
3549,9054.0,West Virginia Northern Community College,Wheeling,WV,26003-3699,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.9046,0.0231,0.0241,0.001,10228.0,5852.0,,,,,,0.6504468719,30200,26500,38500,0.4715,,,True
3550,3827.0,West Virginia University,Morgantown,WV,26506,0.0,0.0,0.822,1145.0,4,0.0,0.0,0.0,0.0,12.0,15.0,0.8172,0.0366,0.0417,0.0177,22680.0,10806.0,0.6183,0.6398,0.4093,0.4528,0.5679,0.5012559027,52700,47100,57400,0.7678,,,True
3551,3831.0,Wheeling University,Wheeling,WV,26003,0.0,0.0,0.7682,1009.0,4,0.0,0.0,0.0,0.0,12.0,8.0,0.5464,0.2388,0.0567,0.0189,41651.0,7106.0,0.4167,0.5222,0.12,0.5,0.6667,0.5320512821,49600,46800,54100,0.783,,,True
3552,11749.0,Wood County School of Practical Nursing,Parkersburg,WV,26101,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.9286,0.0,0.0,0.0,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8148,,,True
3553,11484.0,VICI Beauty School,Greenfield,WI,53228,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.6372,0.0708,0.1681,0.0354,,,,,,,,PrivacySuppressed,26400,PrivacySuppressed,PrivacySuppressed,0.4343,,,True
3554,3832.0,Alverno College,Milwaukee,WI,53234-3922,0.0,1.0,0.7823,,4,0.0,0.0,1.0,0.0,7.0,9.0,0.4118,0.135,0.3478,0.0542,40724.0,5907.0,0.4316,0.5,0.1579,0.4754,0.3333,PrivacySuppressed,40900,PrivacySuppressed,PrivacySuppressed,0.764,,,False
3555,4007.0,Madison Area Technical College,Madison,WI,53704-2599,0.0,0.0,,,4,0.0,0.0,0.0,0.0,5.0,12.0,0.6591,0.0676,0.1248,0.0507,14210.0,10656.0,0.2418,0.2634,0.25,0.2182,0.0625,0.5684697366,39100,35400,44000,0.6987,,,True
3556,6639.0,Bellin College,Green Bay,WI,54311,0.0,0.0,0.9571,1140.0,4,0.0,0.0,0.0,0.0,9.0,6.0,0.9086,0.0026,0.0131,0.0104,30000.0,7645.0,0.6522,0.6522,,,,0.8878504673,62100,PrivacySuppressed,PrivacySuppressed,0.9082,,,True
3557,3835.0,Beloit College,Beloit,WI,53511-5595,0.0,0.0,0.5834,,3,0.0,0.0,0.0,0.0,14.0,11.0,0.487,0.092,0.171,0.0325,63398.0,7035.0,0.7759,0.7704,0.9,0.7778,0.5455,0.5325443787,47700,42200,54800,0.7931,,,True
3558,5390.0,Blackhawk Technical College,Janesville,WI,53547-5009,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.7287,0.0617,0.1234,0.0125,12707.0,7405.0,,,,,,0.5778597786,34100,30000,40500,0.5884,,,True
3559,3837.0,Cardinal Stritch University,Milwaukee,WI,53217-3985,0.0,0.0,0.769,1046.0,4,0.0,0.0,0.0,0.0,7.0,10.0,0.3465,0.1829,0.1893,0.0243,44172.0,6582.0,0.5348,0.5663,0.2727,0.5405,0.75,0.7213675214,55400,50200,67900,0.8165,,,True
3560,3838.0,Carroll University,Waukesha,WI,53186,0.0,0.0,0.7177,1165.0,4,0.0,0.0,0.0,0.0,12.0,14.0,0.7933,0.0195,0.0886,0.0372,45227.0,7839.0,0.7015,0.7239,0.0,0.5745,0.675,0.6638846737,47000,44600,51700,0.8186,,,True
3561,3839.0,Carthage College,Kenosha,WI,53140-1994,0.0,0.0,0.7663,1148.0,4,0.0,0.0,0.0,0.0,12.0,11.0,0.692,0.0546,0.1462,0.0191,59175.0,8353.0,0.6236,0.6809,0.3704,0.3922,0.5455,0.5505535055,50100,44400,57800,0.8304,,,True
3562,41594.0,Columbia College of Nursing,Glendale,WI,53212,0.0,0.0,,,4,0.0,0.0,0.0,0.0,11.0,6.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.89,,,,,,,True
3563,3842.0,Concordia University-Wisconsin,Mequon,WI,53097-2402,0.0,0.0,0.6727,1138.0,4,0.0,0.0,0.0,0.0,9.0,13.0,0.715,0.0838,0.0634,0.0226,45936.0,6737.0,0.6094,0.6473,0.1935,0.5,0.7143,0.6421004146,47300,42900,54900,0.7631,,,True
3564,3848.0,Edgewood College,Madison,WI,53711-1997,0.0,0.0,0.912,,4,0.0,0.0,0.0,0.0,13.0,10.0,0.7446,0.0373,0.1031,0.0202,44826.0,6362.0,0.6505,0.6756,0.3333,0.4762,0.7857,0.7546419098,47600,45000,54900,0.8277,,,True
3565,9744.0,Fox Valley Technical College,Appleton,WI,54912-2277,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,4.0,0.7708,0.0232,0.0474,0.04,15507.0,8574.0,,,,,,0.4858845671,37300,31000,43900,0.6812,,,True
3566,5389.0,Gateway Technical College,Kenosha,WI,53144-1690,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.5816,0.1139,0.2296,0.0124,13345.0,9094.0,,,,,,0.5859323159,32400,30500,36600,0.5732,,,True
3567,32203.0,The Professional Hair Design Academy,Eau Claire,WI,54701-7633,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8065,0.129,0.0323,0.0,,,,,,,,PrivacySuppressed,24000,PrivacySuppressed,PrivacySuppressed,0.4253,,,True
3568,3854.0,Lakeland University,Plymouth,WI,53073,0.0,0.0,0.9247,,4,0.0,0.0,0.0,0.0,5.0,9.0,0.675,0.0734,0.0665,0.0471,43694.0,6783.0,0.4601,0.6444,0.3636,0.4444,0.5,0.5765765766,45100,42300,49200,0.7833,,,True
3569,9194.0,Lakeshore Technical College,Cleveland,WI,53015-1414,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.7594,0.0267,0.0702,0.0964,13516.0,8165.0,,,,,,0.5901189387,36100,32600,44000,0.6566,,,True
3570,3856.0,Lawrence University,Appleton,WI,54911,0.0,0.0,0.6892,1323.0,3,0.0,0.0,0.0,0.0,14.0,11.0,0.5941,0.0592,0.1142,0.0606,62166.0,8142.0,0.7863,0.7984,0.6522,0.7368,0.8824,0.5249457701,48700,42700,55800,0.7533,,,True
3571,23172.0,Maranatha Baptist University,Watertown,WI,53094,0.0,0.0,0.805,1192.0,4,0.0,0.0,0.0,0.0,13.0,8.0,0.8557,0.0136,0.0458,0.0153,27793.0,4634.0,0.5556,0.5762,0.3333,0.2857,0.5,0.5561643836,38700,23900,51300,0.7138,,,True
3572,3861.0,Marian University,Fond Du Lac,WI,54935-4699,0.0,0.0,0.6767,1028.0,4,0.0,0.0,0.0,0.0,11.0,10.0,0.7329,0.0569,0.0903,0.0148,38372.0,5787.0,0.4839,0.5301,0.2727,0.3143,0.0,0.6948130277,46700,42900,56500,0.799,,,True
3573,3863.0,Marquette University,Milwaukee,WI,53233,0.0,0.0,0.8249,1285.0,4,0.0,0.0,0.0,0.0,14.0,17.0,0.6857,0.0404,0.1497,0.0646,59725.0,9967.0,0.8356,0.854,0.7077,0.7979,0.7963,0.5854070013,70700,62400,80300,0.9025,,,True
3574,24535.0,Medical College of Wisconsin,Milwaukee,WI,53226-0509,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,0.5,250000,232900,250000,,,,True
3575,5380.0,Mid-State Technical College,Wisconsin Rapids,WI,54494,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.8517,0.014,0.0498,0.0222,13853.0,8168.0,,,,,,0.6099930604,35700,30900,42100,0.6594,,,True
3576,3866.0,Milwaukee Area Technical College,Milwaukee,WI,53233-1443,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,4.0,0.3657,0.2897,0.1835,0.0598,14110.0,10942.0,,,,,,0.5828906144,33500,31500,36700,0.5976,,,True
3577,20771.0,Milwaukee Institute of Art & Design,Milwaukee,WI,53202-6003,0.0,0.0,0.6195,,3,0.0,0.0,0.0,0.0,12.0,7.0,0.6439,0.0617,0.1732,0.0476,49204.0,5668.0,0.5139,0.5408,0.4,0.5625,0.6,0.6534391534,37500,34300,40800,0.649,,,True
3578,3868.0,Milwaukee School of Engineering,Milwaukee,WI,53202-3109,0.0,0.0,0.6009,1294.0,4,0.0,0.0,0.0,0.0,15.0,11.0,0.7219,0.0217,0.0787,0.0494,53885.0,9394.0,0.6953,0.7353,0.5,0.5429,0.6667,0.2927970065,71100,61300,73500,0.9328,,,True
3579,9256.0,Moraine Park Technical College,Fond du Lac,WI,54936-1940,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.836,0.0347,0.0711,0.0178,13233.0,8277.0,,,,,,0.6957175056,36100,32100,45100,0.6416,,,True
3580,3869.0,Mount Mary University,Milwaukee,WI,53222-4597,0.0,1.0,0.5301,984.0,4,0.0,0.0,1.0,0.0,11.0,10.0,0.351,0.1771,0.2721,0.0773,44284.0,6548.0,0.513,0.5818,0.3721,0.4615,0.6667,PrivacySuppressed,43000,PrivacySuppressed,PrivacySuppressed,0.7358,,,False
3581,3874.0,Nashotah House,Nashotah,WI,53058-9793,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,4401.0,,,,,,PrivacySuppressed,,,,,,,True
3582,5384.0,Nicolet Area Technical College,Rhinelander,WI,54501-0518,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.8486,0.0045,0.0418,0.0068,12638.0,6330.0,,,,,,0.5805369128,31400,29600,34500,0.5986,,,True
3583,5387.0,Northcentral Technical College,Wausau,WI,54401-1899,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.8219,0.0156,0.0364,0.064,14835.0,8077.0,,,,,,0.6075010903,37000,33600,42200,0.6579,,,True
3584,5301.0,Northeast Wisconsin Technical College,Green Bay,WI,54307-9042,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,4.0,0.7801,0.0374,0.0976,0.0391,15666.0,9107.0,,,,,,0.5972010178,38400,33500,45300,0.6547,,,True
3585,3875.0,Northland College,Ashland,WI,54806-3999,0.0,0.0,0.643,1138.0,3,0.0,0.0,0.0,0.0,12.0,8.0,0.6908,0.038,0.0741,0.0163,50029.0,8336.0,0.56,0.6311,0.0,0.25,,0.5284280936,35500,33600,38300,0.6897,,,True
3586,3884.0,Ripon College,Ripon,WI,54971-0248,0.0,0.0,0.7406,1095.0,3,0.0,0.0,0.0,0.0,12.0,8.0,0.7902,0.0352,0.098,0.0163,56059.0,7469.0,0.673,0.6961,0.2222,0.7,0.6,0.4960422164,51300,46900,56500,0.8351,,,True
3587,20780.0,Sacred Heart Seminary and School of Theology,Franklin,WI,53132,1.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,7057.0,,,,,,,,,,,,,False
3588,3892.0,Saint Norbert College,De Pere,WI,54115-2099,0.0,0.0,0.8425,1211.0,4,0.0,0.0,0.0,0.0,14.0,11.0,0.8784,0.0134,0.0533,0.0113,51383.0,8416.0,0.7257,0.7352,0.6,0.8125,0.6154,0.5704989154,51300,44800,59600,0.8453,,,True
3589,9419.0,State College of Beauty Culture Inc,Wausau,WI,54403,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7941,0.0,0.1176,0.0294,,,,,,,,PrivacySuppressed,19800,PrivacySuppressed,PrivacySuppressed,0.3026,,,True
3590,7669.0,Southwest Wisconsin Technical College,Fennimore,WI,53809-9778,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.9163,0.0221,0.0201,0.004,14418.0,7904.0,,,,,,0.5926680244,36000,32000,41000,0.6111,,,True
3591,3911.0,Viterbo University,La Crosse,WI,54601-8804,0.0,0.0,0.7925,1131.0,4,0.0,0.0,0.0,0.0,9.0,10.0,0.7887,0.0731,0.0464,0.0209,40825.0,6741.0,0.6413,0.6497,1.0,0.4444,0.0,0.7528216704,47400,47700,46700,0.7813,,,True
3592,5304.0,Chippewa Valley Technical College,Eau Claire,WI,54701-6162,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.8537,0.0187,0.0326,0.0467,15054.0,7427.0,,,,,,0.54796859,38300,33600,44900,0.686,,,True
3593,5294.0,Waukesha County Technical College,Pewaukee,WI,53072-4601,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.7292,0.0684,0.092,0.0248,13104.0,9025.0,,,,,,0.576476527,38800,34700,44100,0.6435,,,True
3594,3840.0,Western Technical College,La Crosse,WI,54601,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,3.0,0.8144,0.024,0.0508,0.0445,14520.0,8134.0,,,,,,0.5356668144,37100,32800,42400,0.6878,,,True
3595,3926.0,University of Wisconsin-Whitewater,Whitewater,WI,53190-1790,0.0,0.0,0.7992,1105.0,4,0.0,0.0,0.0,0.0,13.0,16.0,0.8173,0.0416,0.0843,0.018,18252.0,8088.0,0.6198,0.6495,0.3953,0.5441,0.5143,0.5143684562,45800,40500,51700,0.8175,,,True
3596,11824.0,Northwood Technical College,Shell Lake,WI,54871-8727,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.8854,0.0117,0.022,0.0121,14472.0,7723.0,,,,,,0.5987301587,36200,31200,42700,0.6085,,,True
3597,22713.0,Wisconsin School of Professional Psychology,Milwaukee,WI,53225-4960,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,True
3598,3917.0,University of Wisconsin-Eau Claire,Eau Claire,WI,54701,0.0,0.0,0.8436,1170.0,4,0.0,0.0,0.0,0.0,12.0,16.0,0.8643,0.0115,0.0371,0.0312,20174.0,7991.0,0.646,0.6865,0.4615,0.5088,0.5455,0.644375324,50300,46400,56100,0.8304,,,True
3599,3899.0,University of Wisconsin-Green Bay,Green Bay,WI,54311-7001,0.0,0.0,0.8982,1085.0,4,0.0,0.0,0.0,0.0,9.0,13.0,0.7987,0.0278,0.0697,0.046,17509.0,6909.0,0.5661,0.5853,0.5,0.52,0.55,0.6803966438,44500,41000,51300,0.7866,,,True
3600,3919.0,University of Wisconsin-La Crosse,La Crosse,WI,54601-9959,0.0,0.0,0.7515,1185.0,4,0.0,0.0,0.0,0.0,14.0,13.0,0.8945,0.0062,0.041,0.0208,17514.0,7567.0,0.7093,0.7271,0.3125,0.6267,0.4419,0.5774361949,52500,48600,58200,0.8668,,,True
3601,21366.0,Wisconsin Lutheran College,Milwaukee,WI,53226-4699,0.0,0.0,0.9562,1172.0,4,0.0,0.0,0.0,0.0,12.0,8.0,0.8037,0.0478,0.0804,0.0122,43118.0,6720.0,0.6409,0.6865,0.625,0.125,0.5,0.5499124343,45300,35900,57900,0.7491,,,True
3602,3920.0,University of Wisconsin-Oshkosh,Oshkosh,WI,54901,0.0,0.0,0.7858,1105.0,4,0.0,0.0,0.0,0.0,13.0,16.0,0.8,0.0268,0.0654,0.0445,18125.0,7648.0,0.5551,0.5735,0.2881,0.4468,0.5217,0.6097161572,45600,42300,50900,0.8091,,,True
3603,5015.0,University of Wisconsin-Parkside,Kenosha,WI,53144,0.0,0.0,0.6631,1050.0,4,0.0,0.0,0.0,0.0,13.0,12.0,0.616,0.0761,0.2057,0.0343,16320.0,6980.0,0.3865,0.3953,0.3111,0.3478,0.4091,0.5664477009,42600,38200,48700,0.7115,,,True
3604,9621.0,Herzing University-Madison,Madison,WI,53718,0.0,0.0,0.9201,,4,0.0,0.0,0.0,0.0,5.0,9.0,0.5091,0.2911,0.0871,0.0244,29140.0,6199.0,0.4155,0.3469,0.2593,0.5,1.0,0.8135465189,41600,34200,48500,0.5331,,,True
3605,3915.0,University of Wisconsin-Stout,Menomonie,WI,54751,0.0,0.0,0.901,1135.0,4,0.0,0.0,0.0,0.0,13.0,13.0,0.8656,0.0166,0.0367,0.0351,19704.0,7508.0,0.6001,0.6206,0.3929,0.5122,0.4182,0.475708502,48700,40000,57400,0.8293,,,True
3606,3925.0,University of Wisconsin-Superior,Superior,WI,54880-4500,0.0,0.0,0.8613,1085.0,4,0.0,0.0,0.0,0.0,13.0,10.0,0.8147,0.0225,0.0373,0.0064,18731.0,6649.0,0.4325,0.4387,0.5,0.5,0.6667,0.6422764228,39800,35400,46200,0.74,,,True
3607,3895.0,University of Wisconsin-Madison,Madison,WI,53706-1380,0.0,0.0,0.5725,1364.0,4,0.0,0.0,0.0,0.0,14.0,16.0,0.6796,0.0203,0.0611,0.0778,26393.0,13363.0,0.8835,0.888,0.8,0.8201,0.886,0.5311327832,68000,61000,76400,0.8771,,,True
3608,3896.0,University of Wisconsin-Milwaukee,Milwaukee,WI,53211,0.0,0.0,0.787,1105.0,4,0.0,0.0,0.0,0.0,13.0,15.0,0.6608,0.066,0.1302,0.0698,21984.0,8973.0,0.4564,0.5037,0.242,0.4,0.4042,0.56415828,48200,43400,54000,0.7999,,,True
3609,3921.0,University of Wisconsin-Platteville,Platteville,WI,53818-3099,0.0,0.0,0.8148,1150.0,4,0.0,0.0,0.0,0.0,13.0,13.0,0.8933,0.0142,0.0499,0.0115,18670.0,7232.0,0.5618,0.5803,0.25,0.4915,0.6522,0.3766723842,51200,39900,58500,0.8331,,,True
3610,3923.0,University of Wisconsin-River Falls,River Falls,WI,54022-5001,0.0,0.0,0.7685,1120.0,4,0.0,0.0,0.0,0.0,13.0,13.0,0.8855,0.0126,0.0368,0.0275,17971.0,7888.0,0.5832,0.6073,0.4,0.4865,0.3846,0.6388333999,44900,40300,51800,0.794,,,True
3611,3924.0,University of Wisconsin-Stevens Point,Stevens Point,WI,54481-3897,0.0,0.0,0.8654,1105.0,4,0.0,0.0,0.0,0.0,13.0,13.0,0.85,0.0234,0.0456,0.0346,18217.0,7078.0,0.5886,0.6242,0.2203,0.4364,0.6222,0.5432506887,43600,38200,49900,0.7741,,,True
3612,3928.0,Casper College,Casper,WY,82601-4699,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,3.0,0.7878,0.0157,0.1017,0.0093,12427.0,6909.0,,,,,,0.5863921218,41300,33600,53400,0.6118,,,True
3613,7289.0,Central Wyoming College,Riverton,WY,82501,0.0,0.0,,,2,0.0,0.0,0.0,1.0,1.0,2.0,0.525,0.0108,0.1293,0.0127,12408.0,6476.0,0.3302,0.4183,0.0,0.1364,,0.5747572816,33100,28700,40300,0.4801,,,True
3614,3929.0,Eastern Wyoming College,Torrington,WY,82240-1699,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.7856,0.0228,0.1019,0.0,13846.0,5835.0,,,,,,0.6295180723,33700,26500,45500,0.4938,,,True
3615,9259.0,Laramie County Community College,Cheyenne,WY,82007-3299,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.6734,0.0195,0.1655,0.0111,11894.0,6888.0,0.268,0.2813,0.25,0.25,0.1667,0.6098484848,39300,34700,46600,0.6455,,,True
3616,3931.0,Northwest College,Powell,WY,82435-1898,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.7964,0.0199,0.0829,0.0063,13949.0,7036.0,,,,,,0.5564387917,37200,27700,49000,0.558,,,True
3617,3930.0,Northern Wyoming Community College District,Sheridan,WY,82801,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.8322,0.0033,0.0916,0.0055,14494.0,6493.0,,,,,,0.5917107584,39600,32900,53700,0.6112,,,True
3618,3933.0,Western Wyoming Community College,Rock Springs,WY,82901,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.7439,0.0149,0.1473,0.0047,15093.0,6250.0,,,,,,0.5896834701,38500,30200,55800,0.5203,,,True
